,0,1,document,model,brand,DougScore
138,-0.22045153,-0.07579091,"Page: Audi S8
Summary: The Audi S8 is a full-size luxury car of the Audi S models produced by the German automaker Audi AG, manufactured by Audi Sport GmbH at the Neckarsulm plant. The S8 is the mechanically-upgraded, high-performance version of the Audi A8, fitted standard with Audi's quattro all-wheel drive system, and was only offered with a short-wheelbase for the first three generations, being joined by a long-wheelbase variant option for the fourth generation.",Audi S8,Audi,65.0
139,0.12995361,-0.26823193,"Page: Hyundai Ioniq 5
Summary: The Hyundai Ioniq 5 (Korean: 현대 아이오닉 5) is a battery electric compact crossover SUV produced by Hyundai since 2021. It is the first product to be marketed under the electric cars-focused Ioniq sub-brand, and the first model developed on the Hyundai Electric Global Modular Platform (E-GMP).",Hyundai Ioniq 5 Limited,Hyundai,65.0
140,-0.2802691,-0.08178334,"Page: BMW i4
Summary: The BMW i4 (model code G26) is a battery electric compact executive car produced by BMW since 2021. It adopts a five-door liftback body style and is marketed as a four-door coupé. The initial concept version, named BMW i Vision Dynamics, debuted at the 2017 Frankfurt Motor Show. It is the fifth BMW i sub-brand model, and is sold in several variants at different performance levels, including the first battery-electric variant by BMW's motorsport division. The production version was revealed in March 2021 and went on sale in November of the same year as a 2022 model.",BMW i4 M50,BMW,65.0
141,-0.13503179,-0.0023974972,"Page: BMW iX
Summary: The BMW iX is a battery-electric mid-size luxury crossover SUV manufactured and marketed by the German automobile manufacturer BMW. It was unveiled in concept form named Vision iNext at the 2018 Paris Motor Show, and then as fully production-ready in November 2020. The iX is the first purpose-built electric vehicle by BMW since the i3 from 2013, and the fourth BMW i sub-brand model.The iX nameplate was chosen to signify the model's position at the top of the electric i line-up and its role in showcasing technology as it uses the new fifth-generation version of BMW's electric drive system, and also offers high levels of autonomous and connected technology.",BMW iX xDrive50,BMW,65.0
142,0.23543648,0.14199694,"Page: Cadillac CT4
Summary: The Cadillac CT4 is a sedan manufactured and marketed by Cadillac. It replaced the Cadillac ATS sedan and sits below the CT5 in Cadillac's lineup.  The CT4-V was unveiled first on May 30, 2019, followed by the standard CT4 four months later. Cadillac assembles the CT4 at the Lansing Grand River Assembly plant in Lansing, Michigan, as well as in SAIC-GM Jinqiao plant in China.",Cadillac CT4-V Blackwing,Cadillac,65.0
143,0.32229105,0.17426232,"Page: Ford F-Series
Summary: The Ford F-Series is a series of light-duty trucks marketed and manufactured by Ford since the 1948 model year. The F-Series is marketed as a range of full-sized pickup trucks positioned above the Ford Ranger in the Ford truck lineup. Alongside the F-150 (introduced in 1975), the F-Series also includes the Super Duty series (introduced in 1999), which includes the heavier-duty F-250 through F-450 pickups, F-450/F-550 chassis cabs, and F-600/F-650/F-750 Class 6–8 commercial trucks.
The most popular version of the model line is the F-150 pickup truck, currently in its 14th generation. From 1953 to 1983, the entry-level F-Series pickup was the 1⁄2 ton F-100. The F-150 has a long-running high-performance off-road trim level introduced for 2010, the (SVT) Raptor currently consisting of three generations.
The F-Series trucks have been developed into a wide range of design configurations.  Alongside medium-duty trucks and ""Big Job"" conventional trucks (the forerunners of the Ford L-series), the model line has been marketed as a chassis-cab truck and a panel van (a predecessor of the Ford E-Series). The F-Series has served as the platform for various full-sized Ford SUVs, including the Ford Bronco, Ford Expedition/Lincoln Navigator, and Ford Excursion. The F-Series has been marketed by its three North American brands: by Mercury as the M-Series (in Canada from 1948 to 1968), and by Lincoln in the 2000s, as the Blackwood and the later Mark LT (2010s in Mexico only).
Since 1977, the F-Series has remained the best-selling pickup truck line in the United States; it has been the best-selling vehicle overall since 1981.  The F-Series has been the best-selling truck in Canada for over fifty years.  As of the 2018 model year, the F-Series generated $41 billion (~$44 billion in 2021) in annual revenue for Ford. By January 2022, the F-Series models have sold over 40 million units. Currently, Ford manufactures the F-Series in four facilities in the United States.",Ford F-150 Raptor,Ford,65.0
144,-0.32368144,-0.05653613,"Page: BMW M4
Summary: The BMW M4 is a high-performance version of the BMW 4 Series coupés and convertibles developed by BMW's motorsport division, BMW M, and marketed since 2014.
As part of the renumbering that splits the 3 Series coupé and convertible models into the 4 Series, the M4 replaced the BMW M3 coupé and convertible models. Upgrades over the standard BMW 4 Series include an upgraded engine, suspension, exhaust system, brakes and weight reduction measures including increased use of carbon fibre, such as on the roof of the car.",BMW M4 Competition,BMW,65.0
145,-0.24085145,-0.20901096,"Page: Maybach
Summary: Maybach (German: [ˈmaɪbax], MY-bokh) is a German luxury car brand owned by and a part of Mercedes-Benz AG. The original company was founded in 1909 by Wilhelm Maybach and his son Karl Maybach, originally as a subsidiary of Luftschiffbau Zeppelin GmbH, and it was known as Luftfahrzeug-Motorenbau GmbH until 1999.
In 1960, Maybach was acquired by Daimler-Benz. The name returned as a standalone ultra-luxury car brand in 2002, sharing significant components with Mercedes-Benz cars. After slow sales, Maybach ceased to be a standalone brand by 2013, and it became (in 2015) a sub-brand of Mercedes-Benz, which the Mercedes-Benz Group owns. As of 2021, Daimler produces an ultra-luxury edition of the Mercedes-Benz S-Class and the Mercedes-Benz GLS-Class under the Mercedes-Maybach name.",Mercedes - Maybach GLS600,Mercedes - Maybach,65.0
146,-0.2794717,-0.3232355,"Page: Mercedes-Benz CLS
Summary: The Mercedes-Benz CLS (initially called the CLS-Class) is a series of executive cars produced by Mercedes-Benz from 2004 to it’s end in August 2023.
The original model was a four-door sedan based on the Mercedes E-Class platform, marketed as a four door coupé. An estate (shooting brake) model was later added to the model range with the second generation CLS. All models are available as a high performance AMG variant, although it wasn't until the second generation CLS that 4MATIC all-wheel drive was offered.
The CLS range is positioned between the E-Class and the S-Class within the Mercedes model range, and models tend to be less practical than the E-Class it is based on. It primarily competes with other fastback sedans like the BMW 8 Series Gran Coupe, Porsche Panamera and Audi A7.Mercedes-Benz announced that production of the CLS will end on 31 August 2023 to get ready for the launch of the new Mercedes-Benz E-Class (W214).",Mercedes - Benz CLS63 Shooting Brake,Mercedes - Benz,65.0
147,-0.17301305,0.33076033,"Page: McLaren 570S
Summary: The McLaren 570S is a sports car designed and manufactured by British car manufacturer McLaren Automotive from 2015 until 2021. It was unveiled at the 2015 New York International Auto Show.",McLaren 620R,McLaren,65.0
148,0.17845173,0.28022322,"Page: Ford Mustang Mach-E
Summary: The Ford Mustang Mach-E is a battery electric compact crossover SUV produced by Ford. The vehicle was introduced on November 17, 2019, and went on sale in December 2020 as a 2021 model. The vehicle is in the Mustang series, with model name Mach-E inspired by the Mach 1 variant of the first-generation Mustang. The car won the 2021 North American SUV of the Year Award.",Ford Mustang Mach-E Premium,Ford,65.0
149,-0.1125041,0.04509066,"Page: Aston Martin Vantage (2018)
Summary: The Aston Martin Vantage is a two-seater sports car built by British manufacturer Aston Martin since 2018. It replaces the previous model which had been in production for 12 years.",Aston Martin Vantage Roadster,Aston Martin,65.0
150,-0.24085145,-0.20901096,"Page: Maybach
Summary: Maybach (German: [ˈmaɪbax], MY-bokh) is a German luxury car brand owned by and a part of Mercedes-Benz AG. The original company was founded in 1909 by Wilhelm Maybach and his son Karl Maybach, originally as a subsidiary of Luftschiffbau Zeppelin GmbH, and it was known as Luftfahrzeug-Motorenbau GmbH until 1999.
In 1960, Maybach was acquired by Daimler-Benz. The name returned as a standalone ultra-luxury car brand in 2002, sharing significant components with Mercedes-Benz cars. After slow sales, Maybach ceased to be a standalone brand by 2013, and it became (in 2015) a sub-brand of Mercedes-Benz, which the Mercedes-Benz Group owns. As of 2021, Daimler produces an ultra-luxury edition of the Mercedes-Benz S-Class and the Mercedes-Benz GLS-Class under the Mercedes-Maybach name.",Mercedes-Maybach S650 Cabriolet,Mercedes-Maybach,65.0
151,6.7526344e-06,-0.055021655,"Page: Jaguar XE
Summary: The Jaguar XE (X760) is a car manufactured by Jaguar Land Rover and marketed under their Jaguar marque since April 2015. A large family car, it has a four-door saloon car body style and is aimed at the compact-executive market segment. It is front engined and sold with both rear-wheel drive and all-wheel drive. The successor to the X-Type, it was designed by Ian Callum and launched at the October 2014 Paris Motor Show.The XE is noted for its aluminium suspension componentry as well as its bonded and riveted aluminium unitary structure — the first in its segment.",Jaguar XE SV Project 8,Jaguar,65.0
152,0.046343107,0.009448783,"Page: Maserati Levante
Summary: The Maserati Levante (Tipo M161) is an executive crossover SUV produced by Italian manufacturer Maserati at the Mirafiori factory in Turin since 2016. The Levante went on sale in Europe in May 2016, and in North America in September 2016.The Levante was named after a warm, easterly wind that blows in the western Mediterranean Sea, southern France, down to the Strait of Gibraltar. The name of the wind, in turn, comes from the Latin word “levare”, which means “to rise”. Its design is based on the Kubang concept car that debuted at the 2011 Frankfurt Auto Show.",Maserati Levante Trofeo,Maserati,65.0
153,-0.40292886,0.01616729,"Page: BMW M2
Summary: The BMW M2 is a high-performance version of the BMW 2 Series automobile developed by BMW's motorsport division, BMW M GmbH.
As the 2 Series replaced the 1 Series coupé and convertible models, the first-generation M2 was marketed as the most basic M Car in the range. The first-generation M2 used the F8x chassis from the M3/M4, code name F87 and featured a more powerful and responsive, turbocharged and slightly modified BMW N55 series engine, while its successors, the M2 Competition and M2 CS, featured a high-performance twin-turbocharged engine developed by BMW M GmbH (S55 engine); improved handling, suspension, and braking systems; aerodynamic body enhancements; interior/exterior accents with the tri-colour ""M"" (Motorsport) badging and increased weight. The M2 is unofficially considered as an indirect successor to the BMW 1 Series M Coupé.",BMW M2 Competition,BMW,65.0
154,0.041800898,0.03208925,"Page: Nissan GT-R
Summary: The Nissan GT-R (Gran Turismo–Racing; model code: R35; Japanese: 日産・GT-R; Nissan GT-R) is a 2+2 seater, front mid-engine, all-wheel drive sports car and grand tourer, developed and produced by Nissan. It succeeds the Nissan Skyline GT-R, a high-performance variant of the Nissan Skyline luxury coupe. Although this model was the sixth-generation to bear the GT-R name, it is no longer part of the Skyline line-up. The car is built on the PM platform, derived from the FM platform used in the Skyline and Nissan Z models. Production is conducted in a shared production line at Nissan's Tochigi plant in Japan.
Nissan's intention of creating a world beating sports car, the GT-R brand was revived as part of the Nissan Revival Plan. Overall development began in 2000, following seven years of development and testing, including the introduction of two concept models in 2001 and 2005. The production version of the GT-R was unveiled at the 2007 Tokyo Motor Show. The GT-R is a brand-new car built on the PM platform, and featured innovative concepts and technologies, such as the VR38DETT engine, an active suspension system and the ATTESA E-TS Pro all-wheel-drive system, making it the first ever rear mounted independent transaxle all-wheel-drive vehicle. It is one of the first production cars to feature launch control and a dual-clutch transmission as well. The overall body is made out of steel, aluminium and carbon-fibre. Including several acceleration and speed records, the car has also set record lap times at the Nürburgring. 
The GT-R is offered worldwide, unlike its predecessors which were sold in a limited number of markets. It received several facelifts and updates to be up to date with its competitors, and special variants were also offered during its prolonged production span. The car is used in motorsports, notably winning championships in the FIA GT1 World Championship, Super GT and GT3 racing. It is well received among enthusiasts and automotive publications as well, British motor magazine Top Gear named it as ""one of the most incredible cars ever built of any kind"", due its exceptional performance and practicality at an affordable price. Despite being one of the fastest production cars, it has won numerous notable accolades such as the World Performance Car of The Year among many others.
Deliveries in the Australian market were ceased due to new side impact regulations. Sales in the European market, including the United Kingdom were similarly suspended, due to newly implemented noise regulations. Currently, the car is primarily available only in the North American market and Japan.",Nissan GT-R Nismo,Nissan,65.0
155,-0.10714612,0.00853761,"Page: Porsche 959
Summary: The Porsche 959 is a sports car manufactured by German automobile manufacturer Porsche from 1986 to 1993, first as a Group B rally car and later as a road legal production car designed to satisfy FIA homologation regulations requiring at least 200 units be produced.The twin-turbocharged 959 was the world's fastest street-legal production car when introduced, achieving a top speed of 317 km/h (197 mph), with some variants even capable of achieving 339 km/h (211 mph). Combining race-car performance with luxury-sedan comfort and everyday drivability in dry, wet and snowy conditions, it's considered the most technologically advanced road car of its time.After the successful introduction of all-wheel drive on more rally-specific cars like the Audi Quattro, it was one of the first pure high-performance sports-cars with all-wheel drive, providing the basis for Porsche's first all-wheel drive 911 Carrera 4 model. Its performance convinced Porsche executives to make all-wheel drive standard on all turbocharged versions of the 911 starting with the 993. The twin-turbo system used on the 959 also made its way to future turbocharged Porsche sports cars. In 2004, Sports Car International named the 959 number one on its list of Top Sports Cars of the 1980s.",Porsche 959,Porsche,65.0
156,-0.34791192,-0.21019787,"Page: Mercedes-Benz SLS AMG
Summary: The Mercedes-Benz SLS AMG (C197 / R197) is a front mid-engine, 2-seater, limited production grand tourer developed by the Mercedes-AMG division of German automotive manufacturer Mercedes-Benz, with the assistance of David Coulthard. The car is the successor to the Mercedes-Benz SLR McLaren and was described by Mercedes-Benz as a spiritual successor to the Mercedes-Benz 300SL Gullwing, mainly because it was inspired by the latter. SLS stands for ""Super Leicht Sport"" (Super Light Sport).
The SLS was the first Mercedes-Benz automobile designed and built from scratch entirely by AMG. Upon its introduction at the 2009 Frankfurt Motor Show, the SLS AMG's 571 PS (420 kW; 563 hp) M159 engine was according to AMG ""the world's most powerful naturally aspirated production series engine"" ever produced.An electric version of the car, the SLS AMG Electric Drive, was presented at the 2012 Paris Motor Show. Production ended in 2014 with the introduction of the SLS AMG GT Final Edition.As compared to its predecessor (the Mercedes-McLaren SLR), the SLS is per Mercedes-AMG head Tobias Moers, the faster car on the track, both in the hands of normal drivers as well as race car drivers. The Mercedes-McLaren SLR came in at 1,750 kg (3,858 lb). The SLS, however, has a curb weight of 1,619 kg (3,569 lb) when equipped with the standard wheels.",Mercedes-Benz SLS AMG Black Series,Mercedes-Benz,65.0
157,-0.34791192,-0.21019787,"Page: Mercedes-Benz SLS AMG
Summary: The Mercedes-Benz SLS AMG (C197 / R197) is a front mid-engine, 2-seater, limited production grand tourer developed by the Mercedes-AMG division of German automotive manufacturer Mercedes-Benz, with the assistance of David Coulthard. The car is the successor to the Mercedes-Benz SLR McLaren and was described by Mercedes-Benz as a spiritual successor to the Mercedes-Benz 300SL Gullwing, mainly because it was inspired by the latter. SLS stands for ""Super Leicht Sport"" (Super Light Sport).
The SLS was the first Mercedes-Benz automobile designed and built from scratch entirely by AMG. Upon its introduction at the 2009 Frankfurt Motor Show, the SLS AMG's 571 PS (420 kW; 563 hp) M159 engine was according to AMG ""the world's most powerful naturally aspirated production series engine"" ever produced.An electric version of the car, the SLS AMG Electric Drive, was presented at the 2012 Paris Motor Show. Production ended in 2014 with the introduction of the SLS AMG GT Final Edition.As compared to its predecessor (the Mercedes-McLaren SLR), the SLS is per Mercedes-AMG head Tobias Moers, the faster car on the track, both in the hands of normal drivers as well as race car drivers. The Mercedes-McLaren SLR came in at 1,750 kg (3,858 lb). The SLS, however, has a curb weight of 1,619 kg (3,569 lb) when equipped with the standard wheels.",Mercedes-Benz SLS AMG,Mercedes-Benz,65.0
158,-0.15446419,0.012806063,"Page: Porsche flat-six engine
Summary: The Porsche flat-six engine series is a line of mechanically similar, naturally aspirated and sometimes turbocharged, flat-six boxer engines, produced by Porsche for almost 60 consecutive years, since 1963. The engine is an evolution of the flat-four boxer used in the original Volkswagen Beetle.",Porsche 911R,Porsche,65.0
159,-0.20846897,-0.25748482,"Page: Mercedes-Benz CLK-Class (C209)
Summary: The C209/A209 Mercedes-Benz CLK-Class is the second generation of the Mercedes-Benz CLK-Class range of mid-size / compact executive coupes produced between 2002 and 2010. The body styles of the range are:",Mercedes-Benz CLK63 AMG Black Series,Mercedes-Benz,65.0
160,-0.09156161,0.04694747,"Page: Chevrolet Corvette (C6)
Summary: The Chevrolet Corvette (C6) is the sixth generation of the Corvette sports car that was produced by Chevrolet division of General Motors for the 2005 to 2013 model years. It is the first Corvette with exposed headlamps (as opposed to hidden headlamps) since the 1962 model. Production variants include the Z06, ZR1, Grand Sport, and 427 Convertible. Racing variants include the C6.R, an American Le Mans Series GT1 championship and 24 Hours of Le Mans GTE-Pro winner.",Chevrolet Corvette ZR1,Chevrolet,65.0
161,0.058426976,0.31117928,"Page: Shelby Mustang
Summary: The Shelby Mustang is a high-performance variant of the Ford Mustang built by Shelby American from 1965 to 1967 and by the Ford Motor Company from 1968 to 1970.
In 2005, Ford revived the Shelby nameplate for a high-performance model of the fifth-generation Ford Mustang.",Ford Shelby GT350R,Ford,65.0
162,-0.15482865,-0.15415666,"Page: Aston Martin Vanquish
Summary: The Aston Martin Vanquish is a high-performance grand tourer introduced by British luxury automobile manufacturer Aston Martin in 2001 as a successor to the Aston Martin Vantage (1993).
The Aston Martin ""V12 Vanquish,"" designed by Ian Callum and unveiled at the 2001 Geneva Motor Show, was produced from 2001 to 2007 as the flagship of the marque. A concept car, known as ""Project Vantage"" and the first Aston Martin design wholly designed by Callum, was built to display the company's vision for a future sports car that could represent Aston Martin's aspirations after the discontinuation of the Virage-based Vantage. The concept car evolved directly into the V12 Vanquish, and featured an advanced carbon fibre and alloy structure, Aston Martin's most powerful V12 engine, and host of new technologies.  A specially modified V12 Vanquish was driven by James Bond in the 2002 film Die Another Day. In 2004, a mildly updated version of the first-generation model named ""V12 Vanquish S"" was introduced featuring a more highly tuned engine and more track-oriented ride and handling. The V12 Vanquish was indirectly replaced by the DBS after 2007.
The second-generation ""Vanquish"" was introduced in 2012, this time based on Aston Martin's existing VH platform – similar to the one that underpinned the DB9. Designed by Marek Reichman and made in the Gaydon facility, the VH platform Vanquish was designed to fill the shoes of the discontinued DBS V12.  In 2017, a ""Vanquish S"" with a more powerful engine and improved aerodynamics was launched. The second-generation Gaydon Vanquish was succeeded by the DBS Superleggera in 2018.",Aston Martin Vanquish S Volante,Aston Martin,65.0
163,0.053691693,0.057694864,"Page: Dodge Challenger
Summary: The Dodge Challenger is the name of three different generations of automobiles (two of those being pony cars) produced by American automobile manufacturer Dodge. However, the first use of the Challenger name by Dodge was in 1959 for marketing a ""value version"" of the full-sized Coronet Silver Challenger.
From model years 1970 to 1974, the first generation Dodge Challenger pony car was built using the Chrysler E platform in hardtop and convertible body styles sharing major components with the Plymouth Barracuda.The second generation, from model years 1978 to 1983, was a badge engineered Mitsubishi Galant Lambda / Sapporo, a coupe version of an economical compact car.
The third and current generation is a pony car that was introduced in early 2008 originally as a rival to the evolved fifth generation Ford Mustang and the fifth generation Chevrolet Camaro.In November 2021, Stellantis announced that 2023 model year would be the final model year for both the LD Dodge Charger and LA Dodge Challenger, as the company will focus its future plans on electric vehicles rather than fossil fuel powered vehicles, especially with tougher automotive emissions standards of being rolled out and required by the Environmental Protection Agency for the 2023 model year.",Dodge Challenger SRT Demon,Dodge,65.0
164,-0.32164857,-0.40120888,"Page: Mercedes-AMG
Summary: Mercedes-AMG GmbH, commonly known as AMG (Aufrecht, Melcher, Großaspach), is the high-performance subsidiary of Mercedes-Benz AG. AMG independently hires engineers and contracts with manufacturers to customize Mercedes-Benz AMG vehicles. The company has its headquarters in Affalterbach, Baden-Württemberg, Germany.
AMG was originally an independent engineering firm specializing in performance improvements for Mercedes-Benz vehicles. DaimlerChrysler AG took a controlling interest in 1999, then became the sole owner of AMG in 2005. Mercedes-AMG GmbH is now a wholly owned subsidiary of Mercedes-Benz AG, which is in turn owned by the Mercedes-Benz Group.AMG models typically have more aggressive looks, higher performance, better handling, better stability and more carbon fibre than their regular Mercedes-Benz counterparts. AMG models are typically the most expensive and highest-performing variant of each Mercedes-Benz class. AMG has also made special variants of some Mitsubishi and Honda models.
AMG variants are usually badged with two numerals, as opposed to regular Mercedes-Benz vehicles, which have three (e.g. ""E 63"" as opposed to ""E 350""). The numerals do not always indicate engine size, but are rather a tribute to earlier heritage cars, such as the 300 SEL 6.3 litre. For example, newer-model AMG V8s such as the E 63 actually have 4.0L V8s.
The world's first stand-alone Mercedes-AMG dealership, AMG Sydney, was opened in Sydney, Australia in 2018.",Mercedes-Benz E63 AMG Wagon,Mercedes-Benz,65.0
165,-0.03996799,0.068497814,"Page: Rolls-Royce Wraith (2013)
Summary: The Rolls-Royce Wraith is a full-size ultra-luxury car/grand tourer manufactured by Rolls-Royce Motor Cars and based on the chassis of the Rolls-Royce Ghost, shares its name with the 1938 model by the original Rolls-Royce company.
The body style is a two-door pillar-less coupe with suicide doors, where all side windows can roll down like in a convertible.  This body style was popular in American cars during the 1950s and 1960s, and was known as the hardtop body style, not used by Rolls-Royce since 1955.",Rolls-Royce Wraith,Rolls-Royce,65.0
166,-0.28650025,-0.22290282,"Page: Mercedes-Benz EQS
Summary: The Mercedes-Benz EQS (V297) is a battery electric full-size luxury liftback car produced by German automobile manufacturer Mercedes-Benz Group. It was released in September 2021 in Germany and the fourth quarter of the year in the United States. As a battery-electric vehicle, it is part of the Mercedes-Benz EQ family.",Mercedes-Benz EQS 450+,Mercedes-Benz,64.0
167,0.32229105,0.17426232,"Page: Ford F-Series
Summary: The Ford F-Series is a series of light-duty trucks marketed and manufactured by Ford since the 1948 model year. The F-Series is marketed as a range of full-sized pickup trucks positioned above the Ford Ranger in the Ford truck lineup. Alongside the F-150 (introduced in 1975), the F-Series also includes the Super Duty series (introduced in 1999), which includes the heavier-duty F-250 through F-450 pickups, F-450/F-550 chassis cabs, and F-600/F-650/F-750 Class 6–8 commercial trucks.
The most popular version of the model line is the F-150 pickup truck, currently in its 14th generation. From 1953 to 1983, the entry-level F-Series pickup was the 1⁄2 ton F-100. The F-150 has a long-running high-performance off-road trim level introduced for 2010, the (SVT) Raptor currently consisting of three generations.
The F-Series trucks have been developed into a wide range of design configurations.  Alongside medium-duty trucks and ""Big Job"" conventional trucks (the forerunners of the Ford L-series), the model line has been marketed as a chassis-cab truck and a panel van (a predecessor of the Ford E-Series). The F-Series has served as the platform for various full-sized Ford SUVs, including the Ford Bronco, Ford Expedition/Lincoln Navigator, and Ford Excursion. The F-Series has been marketed by its three North American brands: by Mercury as the M-Series (in Canada from 1948 to 1968), and by Lincoln in the 2000s, as the Blackwood and the later Mark LT (2010s in Mexico only).
Since 1977, the F-Series has remained the best-selling pickup truck line in the United States; it has been the best-selling vehicle overall since 1981.  The F-Series has been the best-selling truck in Canada for over fifty years.  As of the 2018 model year, the F-Series generated $41 billion (~$44 billion in 2021) in annual revenue for Ford. By January 2022, the F-Series models have sold over 40 million units. Currently, Ford manufactures the F-Series in four facilities in the United States.",Ford F-150 Raptor,Ford,64.0
168,-0.34791192,-0.21019787,"Page: Mercedes-Benz SLS AMG
Summary: The Mercedes-Benz SLS AMG (C197 / R197) is a front mid-engine, 2-seater, limited production grand tourer developed by the Mercedes-AMG division of German automotive manufacturer Mercedes-Benz, with the assistance of David Coulthard. The car is the successor to the Mercedes-Benz SLR McLaren and was described by Mercedes-Benz as a spiritual successor to the Mercedes-Benz 300SL Gullwing, mainly because it was inspired by the latter. SLS stands for ""Super Leicht Sport"" (Super Light Sport).
The SLS was the first Mercedes-Benz automobile designed and built from scratch entirely by AMG. Upon its introduction at the 2009 Frankfurt Motor Show, the SLS AMG's 571 PS (420 kW; 563 hp) M159 engine was according to AMG ""the world's most powerful naturally aspirated production series engine"" ever produced.An electric version of the car, the SLS AMG Electric Drive, was presented at the 2012 Paris Motor Show. Production ended in 2014 with the introduction of the SLS AMG GT Final Edition.As compared to its predecessor (the Mercedes-McLaren SLR), the SLS is per Mercedes-AMG head Tobias Moers, the faster car on the track, both in the hands of normal drivers as well as race car drivers. The Mercedes-McLaren SLR came in at 1,750 kg (3,858 lb). The SLS, however, has a curb weight of 1,619 kg (3,569 lb) when equipped with the standard wheels.",Mercedes - Benz SLS Roadster,Mercedes - Benz,64.0
169,-0.12701766,0.28324047,"Page: McLaren P1
Summary: The McLaren P1 is a supercar produced by British marque McLaren Automotive. It is a plug-in hybrid with a mid-engine layout. It was first shown at the 2012 Paris Motor Show, with sales of the P1 beginning in the United Kingdom in October 2013 and all of the limited run of 375 units sold by November 2013. Production ended in early December 2015. The United States accounted for 34% of the units and Europe for 26%.It is considered by the automotive press to be the successor to the McLaren F1, utilising hybrid power and Formula One technology, but does not have the same three-seat layout. It was later confirmed that the Speedtail served as the actual successor to the McLaren F1. The P1 has a mid-engine, rear wheel drive design that used a carbon fibre monocoque and roof structure safety cage concept called MonoCage, which is a development of the MonoCell first used in the MP4-12C and then in subsequent models. Its main competitors are the LaFerrari and the 918 Spyder. They are all similar in specifications and performance, and in a race around Silverstone circuit they were all within half a second of each other, the P1 finishing first at 58.24 seconds and the LaFerrari finishing last at 58.58 seconds; the 918 was in-between with 58.46 seconds.Parts of the car were inspired by a sailfish that Frank Stephenson saw when on holiday in Miami.58 units of the track-oriented P1 GTR and 5 units of its road legal counterpart, the P1 LM were produced after the initial run of 375 cars.
13 experimental prototypes 'XP', 5 validation prototypes 'VP', and 3 pre-production 'PP' cars were produced by McLaren before the production of the P1 started. A number of these 21 test cars have been refurbished, modified and sold to customers.",McLaren P1 GTR,McLaren,64.0
170,0.07949551,0.0396856,"Page: Tesla Model X
Summary: The Tesla Model X is a battery electric mid-size luxury crossover SUV built by Tesla, Inc. since 2015. Developed from the full-sized sedan platform of the Tesla Model S, the vehicle notably uses falcon wing doors for passenger access.
The Model X has an EPA size class as an SUV, and shares around 30 percent of its content with the Model S, half of the originally planned 60 percent, and weighs about 10 percent more. Both the Model X and Model S are produced at the Tesla Factory in Fremont, California. The prototype was unveiled at Tesla's design studios in Hawthorne, California on February 9, 2012. First deliveries of the Model X began in September 2015. After one full year on the market, in 2016, the Model X ranked seventh among the world's best-selling plug-in cars. A refresh of the Tesla Model X was introduced in 2021, offering a new ""Plaid"" performance model, along with a revised interior, powertrain, and suspension.As of September 2023, the Model X is available as a Long-Range version with an estimated EPA range of 348 miles (560 km) and a high performance ""Plaid"" version with an estimated EPA range of 333 miles (536 km).",Tesla Model X,Tesla,64.0
171,0.092704326,0.11575264,"Page: Chevrolet Camaro
Summary: The Chevrolet Camaro is a mid-size American automobile manufactured by Chevrolet, classified as a pony car. It first went on sale on September 29, 1966, for the 1967 model year and was designed to compete with the Ford Mustang. The Camaro shared its platform and major components with the Firebird, produced by General Motors' Pontiac division that was also introduced for 1967.
Four distinct generations of the Camaro were developed before production ended in 2002. The nameplate was revived on a concept car that evolved into the fifth-generation Camaro; production started on March 16, 2009.The Camaro will be discontinued at the end of the 2024 model year. However, Chevrolet has stated, ""This is not the end of Camaro's story.""",Chevrolet Camaro ZL1 1LE,Chevrolet,64.0
172,0.18084493,-0.028297678,"Page: Dodge Charger (2005)
Summary: The Dodge Charger is a full-size four-door sedan, first introduced at the 2005 North American International Auto Show and built by American automobile manufacturer Stellantis North America, a subsidiary of Stellantis. It is available in rear-wheel drive or all-wheel drive drivetrains. The Charger was developed to continue the Dodge Charger line with its muscle car heritage, and replaced the Dodge Intrepid as Dodge's full-size sedan. The seventh generation Charger debuted for the 2011 model year.",Dodge Charger Hellcat Widebody,Dodge,64.0
173,0.058426976,0.31117928,"Page: Shelby Mustang
Summary: The Shelby Mustang is a high-performance variant of the Ford Mustang built by Shelby American from 1965 to 1967 and by the Ford Motor Company from 1968 to 1970.
In 2005, Ford revived the Shelby nameplate for a high-performance model of the fifth-generation Ford Mustang.",Ford Shelby GT500,Ford,64.0
174,-0.38493893,-0.065955214,"Page: BMW 7 Series
Summary: The BMW 7 Series is a full-size luxury sedan manufactured and marketed by the German automaker BMW since 1977. It is the successor to the BMW E3 ""New Six"" sedan and is now in its seventh generation.
The 7 Series is BMW's flagship car and is only available in a sedan bodystyle (including long wheelbase and limousine models). It traditionally introduces technologies and exterior design themes before other models in BMW's lineup.The first generation of the 7 Series was powered by straight-6 petrol engines, and following generations have been powered by inline-4, straight-6, V8 and V12 engines with both natural aspiration and turbocharging. Since 1995, diesel engines have been optional in the 7 Series.
Unlike the 3 Series and 5 Series sedans, BMW has offered a nonpureblood M variant, the BMW M760 6.6L V12 (at the time the most powerful BMW ever made, not to be confused with BMW 760 6.6 V12 which does not offer the same performance). The Alpina B7 (G12) serves as one of the high-performance variants of the 7 Series.",BMW 750i,BMW,64.0
